year,state,district,dem,rep,other
2008,Kansas,2,142013,155532,9763
2008,Kansas,3,202541,142307,14010
2008,Kansas,4,90706,177617,11786
2008,Kentucky,1,98674,178107,5
2008,Kentucky,2,143379,158936,0
2008,Kentucky,3,203843,139527,0
2008,Kentucky,4,111549,190210,0
2008,Kentucky,5,0,177024,33444
2008,Kentucky,6,203764,111378,0
2008,Louisiana,1,98839,189168,0
2008,Louisiana,2,31318,33132,2432
2008,Louisiana,3,0,0,0
2008,Louisiana,4,44151,44501,3920
2008,Louisiana,5,0,0,0
2008,Louisiana,6,125886,150332,36198
2008,Louisiana,7,98280,177173,10846
2008,Maine,1,205629,168930,0
2008,Maine,2,226274,109268,0
2008,Maryland,1,177065,174213,9202
2008,Maryland,2,198578,68561,9194
2008,Maryland,3,203711,87971,766
2008,Maryland,4,258704,38739,3988
2008,Maryland,5,253854,82631,8206
2008,Maryland,6,128207,190926,11402
2008,Maryland,7,227379,53147,5494
2008,Maryland,8,229740,66351,9923
2008,Massachusetts,1,215696,80067,336
2008,Massachusetts,2,234369,0,3631
2008,Massachusetts,3,227619,0,3488
2008,Massachusetts,4,203032,75571,20185
2008,Massachusetts,5,225947,0,2960
2008,Massachusetts,6,226216,94845,251
2008,Massachusetts,7,212304,67978,400
2008,Massachusetts,8,185530,0,2722
2008,Massachusetts,9,242166,0,3128
2008,Massachusetts,10,272899,0,3774
2008,Michigan,1,213216,107340,7280
2008,Michigan,2,119506,214100,9703
2008,Michigan,3,117961,203799,11758
2008,Michigan,4,117665,204259,7840
2008,Michigan,5,221841,85017,8437
2008,Michigan,6,123257,188157,8232
2008,Michigan,7,157213,149781,15292
2008,Michigan,8,145491,204408,11708
2008,Michigan,9,183311,150035,18617
2008,Michigan,10,108354,230471,8778
2008,Michigan,11,156625,177461,11096
2008,Michigan,12,225094,74565,12685
2008,Michigan,13,167481,43098,15343
2008,Michigan,14,227841,0,18747
2008,Michigan,15,231784,81802,14241
2008,Minnesota,1,207753,109453,15194
2008,Minnesota,2,164093,220924,639
2008,Minnesota,3,150787,178932,39385
2008,Minnesota,4,216267,98936,815
2008,Minnesota,5,228776,71020,22951
2008,Minnesota,6,175786,187817,41122
2008,Minnesota,7,227187,87062,431
2008,Minnesota,8,241831,114871,582
2008,Mississippi,1,185959,149818,5612
2008,Mississippi,2,201606,90364,0
2008,Mississippi,3,127698,213171,0
2008,Mississippi,4,216542,73977,0
2008,Missouri,1,242570,0,36707
2008,Missouri,2,132068,232276,8628
2008,Missouri,3,202470,92759,9842
2008,Missouri,4,200009,103446,0
2008,Missouri,5,197249,109166,0
2008,Missouri,6,121894,196526,12279
2008,Missouri,7,91010,219016,13186
2008,Missouri,8,72790,198798,6700
2008,Missouri,9,152956,161031,8108
2008,Montana,1,155930,308470,16500
2008,Nebraska,1,77897,184923,0
2008,Nebraska,2,131901,142473,0
2008,Nebraska,3,55087,183117,0
2008,Nevada,1,154860,64837,9225
2008,Nevada,2,136548,170771,22201
2008,Nevada,3,165912,147940,35960
2008,New Hampshire,1,176435,156338,8298
2008,New Hampshire,2,188332,138222,7350
2008,New Jersey,1,206453,74001,4703
2008,New Jersey,2,110990,167701,5274
2008,New Jersey,3,166390,153122,0
2008,New Jersey,4,100036,202972,3543
2008,New Jersey,5,131033,172653,5321
2008,New Jersey,6,164077,77469,3531
2008,New Jersey,7,124818,148461,22349
2008,New Jersey,8,159279,63107,1600
2008,New Jersey,9,151182,69503,3200
2008,New Jersey,10,169945,0,1848
2008,New Jersey,11,113510,189696,3526
2008,New Jersey,12,193732,108400,4802
2008,New Jersey,13,120382,34735,4636
2008,New Mexico,1,166271,132485,0
2008,New Mexico,2,129572,101980,0
2008,New Mexico,3,161292,86618,36348
2008,New York,1,162083,115545,13
2008,New York,2,161279,79641,12
2008,New York,3,97525,172774,4
2008,New York,4,164028,92242,1
2008,New York,5,112724,43039,3015
2008,New York,6,141180,0,26
2008,New York,7,118459,21477,5
2008,New York,8,160775,39062,24
2008,New York,9,112205,0,8384
2008,New York,10,155090,9565,14
2008,New York,11,168562,11644,1534
2008,New York,12,123053,13748,8
2008,New York,13,114219,62441,10786
2008,New York,14,183239,43385,2684
2008,New York,15,177151,15676,5864
2008,New York,16,127179,4488,2
2008,New York,17,161594,40707,20
2008,New York,18,174791,80498,22
2008,New York,19,164859,116120,15
2008,New York,20,193651,118031,35
2008,New York,21,171286,96599,7987
2008,New York,22,168558,85126,34
2008,New York,23,75871,143029,25
2008,New York,24,130799,120880,13
2008,New York,25,157375,120217,9507
2008,New York,26,109615,148607,12113
2008,New York,27,185713,56354,7478
2008,New York,28,172655,48690,33
2008,New York,29,140529,135199,27
2008,North Carolina,1,192765,81506,0
2008,North Carolina,2,199730,93323,5377
2008,North Carolina,3,104364,201686,0
2008,North Carolina,4,265751,153947,0
2008,North Carolina,5,136103,190820,0
2008,North Carolina,6,108873,221018,0
2008,North Carolina,7,215383,97472,0
2008,North Carolina,8,157185,126634,0
2008,North Carolina,9,138719,241053,6711
2008,North Carolina,10,126699,171774,0
2008,North Carolina,11,211112,122087,7517
2008,North Carolina,12,215908,85814,0
2008,North Carolina,13,221379,114383,0
2008,North Dakota,1,194577,119388,0
2008,Ohio,1,155455,140683,152
2008,Ohio,2,124213,148671,58740
2008,Ohio,3,115976,200204,0
2008,Ohio,4,99499,186154,0
2008,Ohio,5,105840,188905,0
2008,Ohio,6,176330,92968,13812
2008,Ohio,7,125547,174915,0
2008,Ohio,8,95510,202063,0
2008,Ohio,9,222054,76512,0
2008,Ohio,10,157268,107918,10623
2008,Ohio,11,212667,36708,167
2008,Ohio,12,152234,197447,10707
2008,Ohio,13,192593,105050,37
2008,Ohio,14,125214,188488,9511
2008,Ohio,15,139584,137272,26982
2008,Ohio,16,169044,136293,0
2008,Ohio,17,218896,61216,0
2008,Ohio,18,164187,110031,0
2008,Oklahoma,1,98890,193404,0
2008,Oklahoma,2,173757,72815,0
2008,Oklahoma,3,62297,184306,17756
2008,Oklahoma,4,79674,180080,13027
2008,Oklahoma,5,88996,171925,0
2008,Oregon,1,237567,0,94681
2008,Oregon,2,87649,236560,16170
2008,Oregon,3,254235,71063,15764
2008,Oregon,4,275143,0,59003
2008,Oregon,5,181577,128297,24800
2008,Pennsylvania,1,242799,24714,0
2008,Pennsylvania,2,276870,34466,0
2008,Pennsylvania,3,146846,139757,0
2008,Pennsylvania,4,186536,147411,0
2008,Pennsylvania,5,112509,155513,6155
2008,Pennsylvania,6,164952,179423,0
2008,Pennsylvania,7,209955,142362,0
2008,Pennsylvania,8,197869,145103,5543
2008,Pennsylvania,9,98735,174951,0
2008,Pennsylvania,10,160837,124681,0
2008,Pennsylvania,11,146379,137151,0
2008,Pennsylvania,12,155268,113120,0
2008,Pennsylvania,13,196868,108271,8374
2008,Pennsylvania,14,242326,0,23214
2008,Pennsylvania,15,128333,181433,0
2008,Pennsylvania,16,120193,170329,14645
2008,Pennsylvania,17,192699,109909,0
2008,Pennsylvania,18,119661,213349,0
2008,Pennsylvania,19,109533,218862,0
2008,Rhode Island,1,145254,51340,15404
2008,Rhode Island,2,158416,67433,385
2008,South Carolina,1,163724,177540,615
2008,South Carolina,2,158627,184583,276
2008,South Carolina,3,101724,186799,218
2008,South Carolina,4,113291,184440,9197
2008,South Carolina,5,188785,113282,4218
2008,South Carolina,6,193378,93059,134
2008,South Dakota,1,256041,122966,0
2008,Tennessee,1,57525,168343,8513
2008,Tennessee,2,63639,227120,0
2008,Tennessee,3,73059,184964,8605
2008,Tennessee,4,146776,94447,8582
2008,Tennessee,5,181467,85471,8664
2008,Tennessee,6,194264,0,66764
2008,Tennessee,7,99549,217332,0
2008,Tennessee,8,180465,0,54
2008,Tennessee,9,198798,0,27484
2008,Texas,1,0,189012,26814
2008,Texas,2,0,175101,21813
2008,Texas,3,108693,170742,6348
2008,Texas,4,88067,206906,5771
2008,Texas,5,0,162894,31967
2008,Texas,6,99919,174008,6655
2008,Texas,7,123242,162635,5057
2008,Texas,8,70758,207128,7565
2008,Texas,9,143868,0,9760
2008,Texas,10,143719,179493,9871
2008,Texas,11,0,189625,25051
2008,Texas,12,82250,181662,4842
2008,Texas,13,51841,180078,0
2008,Texas,14,0,191293,0
2008,Texas,15,107578,52303,3827
2008,Texas,16,130375,0,28348
2008,Texas,17,134592,115581,3849
2008,Texas,18,148617,39095,4486
2008,Texas,19,58030,168501,6080
2008,Texas,20,127298,44585,5172
2008,Texas,21,0,243471,60879
2008,Texas,22,140160,161996,6839
2008,Texas,23,134090,100799,5581
2008,Texas,24,111089,151434,7972
2008,Texas,25,191755,88693,10848
2008,Texas,26,118167,195181,11028
2008,Texas,27,104864,69458,6629
2008,Texas,28,123494,52524,3722
2008,Texas,29,79718,25512,1564
2008,Texas,30,168249,32361,3366
2008,Texas,31,106559,175563,9182
2008,Texas,32,82406,116283,4421
2008,Utah,1,92469,196799,14177
2008,Utah,2,220666,120083,7576
2008,Utah,3,80626,187035,17408
2008,Vermont,1,248203,0,49948
2008,Virginia,1,150432,203839,6021
2008,Virginia,2,141857,128486,368
2008,Virginia,3,239911,0,7377
2008,Virginia,4,135041,199075,405
2008,Virginia,5,158810,158083,183
2008,Virginia,6,114367,192350,5675
2008,Virginia,7,138123,233531,683
2008,Virginia,8,222986,97425,7786
2008,Virginia,9,207306,0,6264
2008,Virginia,10,147357,223140,8983
2008,Virginia,11,196598,154758,8135
2008,Washington,1,233780,111240,0
2008,Washington,2,217416,131051,0
2008,Washington,3,216701,121828,0
2008,Washington,4,99430,169940,0
2008,Washington,5,112382,211305,0
2008,Washington,6,205991,102081,0
2008,Washington,7,291963,57054,0
2008,Washington,8,171358,191568,0
2008,Washington,9,176295,93080,0
2008,West Virginia,1,187734,0,130
2008,West Virginia,2,110819,147334,16
2008,West Virginia,3,133522,66005,0
2008,Wisconsin,1,125268,231009,4830
2008,Wisconsin,2,277914,122513,414
2008,Wisconsin,3,225208,122760,8432
2008,Wisconsin,4,222728,0,31451
2008,Wisconsin,5,0,275271,70628
2008,Wisconsin,6,126090,221875,299
2008,Wisconsin,7,212666,136938,233
2008,Wisconsin,8,193662,164621,364
2008,Wyoming,1,106758,131244,11393
2010,Alabama,1,0,129063,27218
2010,Alabama,2,106865,111645,518
2010,Alabama,3,80204,117736,199
2010,Alabama,4,0,167714,2007
2010,Alabama,5,95192,131109,189
2010,Alabama,6,0,205288,4076
2010,Alabama,7,136696,51890,138
2010,Alaska,1,77606,175384,1345
2010,Arizona,1,99233,112816,14869
2010,Arizona,2,82891,173173,10830
2010,Arizona,3,85610,108689,13772
2010,Arizona,4,61524,25300,5083
2010,Arizona,5,91749,110374,10127
2010,Arizona,6,72615,165649,11119
2010,Arizona,7,79935,70385,8824
2010,Arizona,8,138280,134124,11174
2010,Arkansas,1,78267,93224,8525
2010,Arkansas,2,80687,122091,8074
2010,Arkansas,3,56542,148581,0
2010,Arkansas,4,102479,71526,4129
2010,California,1,147307,72803,14482
2010,California,2,98092,130837,11
2010,California,3,113128,131169,17641
2010,California,4,95653,186397,22179
2010,California,5,124220,43577,4613
2010,California,6,172216,77361,5660
2010,California,7,122118,56798,0
2010,California,8,167957,31711,10028
2010,California,9,180400,23054,10631
2010,California,10,137578,88512,7716
2010,California,11,115361,112703,12439
2010,California,12,152044,44475,4643
2010,California,13,118278,45575,525
2010,California,14,151217,60917,6735
2010,California,15,126147,60468,0
2010,California,16,105841,37913,12304
2010,California,17,118734,53176,6229
2010,California,18,72853,51716,0
2010,California,19,69912,128394,596
2010,California,20,46247,43197,0
2010,California,21,0,135979,0
2010,California,22,0,173490,2173
2010,California,23,111768,72744,8951
2010,California,24,96279,144055,0
2010,California,25,73028,118308,0
2010,California,26,76093,112774,19480
2010,California,27,102927,55056,0
2010,California,28,88385,28493,10229
2010,California,29,104374,51534,5218
2010,California,30,153663,75948,8136
2010,California,31,76363,14740,3
2010,California,32,77759,31697,0
2010,California,33,131990,21342,1
2010,California,34,69382,20457,0
2010,California,35,98131,25561,2
2010,California,36,114489,66706,10840
2010,California,37,85799,29159,10560
2010,California,38,85459,30883,0
2010,California,39,81590,42037,5334
2010,California,40,59400,119455,0
2010,California,41,74394,127857,35
2010,California,42,65122,127161,12115
2010,California,43,70026,36890,0
2010,California,44,85784,107482,0
2010,California,45,87141,106472,13188
2010,California,46,84940,139822,20
2010,California,47,50832,37679,7443
2010,California,48,88465,145481,8773
2010,California,49,59714,119088,10875
2010,California,50,97818,142247,11575
2010,California,51,86423,57488,5
2010,California,52,70870,139460,10732
2010,California,53,104800,57230,6298
2010,Colorado,1,140073,59747,7931
2010,Colorado,2,148768,98194,7
2010,Colorado,3,121114,131227,34
2010,Colorado,4,109249,138634,16298
2010,Colorado,5,68039,152829,11566
2010,Colorado,6,104159,217400,7
2010,Colorado,7,112667,88026,10117
2010,Connecticut,1,138440,84076,3522
2010,Connecticut,2,147748,95671,3390
2010,Connecticut,3,143565,74107,2989
2010,Connecticut,4,115351,102030,10
2010,Connecticut,5,122879,104402,22
2010,Delaware,1,173543,125442,6651
2010,Florida,1,0,170821,42705
2010,Florida,2,105211,136371,12856
2010,Florida,3,94744,50932,4625
2010,Florida,4,0,178238,52607
2010,Florida,5,100858,208815,0
2010,Florida,6,0,179349,71632
2010,Florida,7,83206,185470,0
2010,Florida,8,84167,123586,12491
2010,Florida,9,66158,165433,0
2010,Florida,10,71313,137943,0
2010,Florida,11,91328,61817,0
2010,Florida,12,87769,102704,22857
2010,Florida,13,83123,183811,0
2010,Florida,14,74525,188341,11825
2010,Florida,15,85595,157079,0
2010,Florida,16,80327,162285,151
2010,Florida,17,106361,0,17009
2010,Florida,18,46235,102360,0
2010,Florida,19,132098,78733,228
2010,Florida,20,100787,63845,2938
2010,Florida,21,0,0,0
2010,Florida,22,99804,118890,0
2010,Florida,23,100066,26414,0
2010,Florida,24,98787,146129,115
2010,Florida,25,61138,74859,7556
2010,Georgia,1,46449,117270,0
2010,Georgia,2,86520,81673,0
2010,Georgia,3,73932,168304,3
2010,Georgia,4,131760,44707,0
2010,Georgia,5,130782,46622,0
2010,Georgia,6,0,198100,188
2010,Georgia,7,78996,160898,0
2010,Georgia,8,92250,102770,0
2010,Georgia,9,0,173512,0
2010,Georgia,10,66905,138062,0
2010,Georgia,11,0,163515,0
2010,Georgia,12,92459,70938,0
2010,Georgia,13,140294,61771,0
2010,Hawaii,1,94140,82723,0
2010,Hawaii,2,132290,46404,4564
2010,Idaho,1,102135,126231,19061
2010,Idaho,2,48749,137468,13500
2010,Illinois,1,148170,29253,6963
2010,Illinois,2,150666,25883,10564
2010,Illinois,3,116120,40479,10028
2010,Illinois,4,63273,11711,6808
2010,Illinois,5,108360,38935,6140
2010,Illinois,6,65379,114456,0
2010,Illinois,7,149846,29575,4428
2010,Illinois,8,97825,98115,6495
2010,Illinois,9,117553,55182,4472
2010,Illinois,10,105290,109941,1
2010,Illinois,11,96019,129108,0
2010,Illinois,12,121272,74046,7387
2010,Illinois,13,86281,152132,0
2010,Illinois,14,98645,112369,7999
2010,Illinois,15,75948,136915,0
2010,Illinois,16,66037,138299,8425
2010,Illinois,17,85454,104583,8861
2010,Illinois,18,57046,152868,11256
2010,Illinois,19,67132,166166,0
2010,Indiana,1,99387,65558,4762
2010,Indiana,2,91341,88803,9447
2010,Indiana,3,61267,116140,7642
2010,Indiana,4,53167,138732,10423
2010,Indiana,5,60024,146899,29484
2010,Indiana,6,56647,126027,6635
2010,Indiana,7,86011,55213,4815
2010,Indiana,8,76265,117259,10240
2010,Indiana,9,95353,118040,12139
2010,Iowa,1,104428,100219,6255
2010,Iowa,2,115839,104319,7017
2010,Iowa,3,122147,111925,6684
2010,Iowa,4,74300,152588,5631
2010,Iowa,5,63160,128363,3716
2010,Kansas,1,44068,142281,6537
2010,Kansas,2,66588,130034,9353
2010,Kansas,3,90193,136246,6846
2010,Kansas,4,74143,119575,9665
2010,Kentucky,1,61960,153519,0
2010,Kentucky,2,73749,155906,0
2010,Kentucky,3,139940,112627,3363
2010,Kentucky,4,66675,151774,0
2010,Kentucky,5,44034,151019,0
2010,Kentucky,6,119812,119165,247
2010,Louisiana,1,38416,157182,4578
2010,Louisiana,2,83705,43378,2521
2010,Louisiana,3,61914,108963,0
2010,Louisiana,4,54609,105223,8962
2010,Louisiana,5,0,122033,33279
2010,Louisiana,6,72577,138607,0
2010,Louisiana,7,0,0,0
2010,Maine,1,169114,128501,42
2010,Maine,2,147042,119669,0
2010,Maryland,1,120400,155118,11294
2010,Maryland,2,134133,69523,5248
2010,Maryland,3,147448,86947,7034
2010,Maryland,4,160228,31467,325
2010,Maryland,5,155110,83575,2698
2010,Maryland,6,80455,148820,12914
2010,Maryland,7,152669,46375,4024
2010,Maryland,8,153613,52421,3633
2010,Massachusetts,1,128011,74418,10935
2010,Massachusetts,2,122751,91209,164
2010,Massachusetts,3,122708,85124,9520
2010,Massachusetts,4,126194,101517,6416
2010,Massachusetts,5,122858,94646,6525
2010,Massachusetts,6,142732,107930,419
2010,Massachusetts,7,145696,73467,194
2010,Massachusetts,8,134974,0,2686
2010,Massachusetts,9,157071,59965,12928
2010,Massachusetts,10,132743,120029,30425
2010,Michigan,1,94824,120523,16690
2010,Michigan,2,72118,148864,7096
2010,Michigan,3,83953,133714,6396
2010,Michigan,4,68458,148531,7365
2010,Michigan,5,107286,89680,5297
2010,Michigan,6,66729,123142,8825
2010,Michigan,7,102402,113185,10082
2010,Michigan,8,84069,156931,3894
2010,Michigan,9,125730,119325,7595
2010,Michigan,10,58530,168364,7036
2010,Michigan,11,91710,141224,5353
2010,Michigan,12,124671,71372,8074
2010,Michigan,13,100885,23462,2729
2010,Michigan,14,115511,29902,5065
2010,Michigan,15,118336,83488,6485
2010,Minnesota,1,122365,109242,16398
2010,Minnesota,2,104809,181341,303
2010,Minnesota,3,100240,161177,12675
2010,Minnesota,4,136746,80141,14539
2010,Minnesota,5,154833,55222,18691
2010,Minnesota,6,120846,159476,23369
2010,Minnesota,7,133096,90652,17349
2010,Minnesota,8,129091,133490,14500
2010,Mississippi,1,89388,121074,8631
2010,Mississippi,2,105327,64499,1530
2010,Mississippi,3,60737,132393,1586
2010,Mississippi,4,95243,105613,2528
2010,Missouri,1,135907,43649,5223
2010,Missouri,2,77467,180481,7684
2010,Missouri,3,99398,94757,8930
2010,Missouri,4,101532,113489,10035
2010,Missouri,5,102076,84578,4769
2010,Missouri,6,67762,154103,47
2010,Missouri,7,67545,141010,13876
2010,Missouri,8,56377,128499,11123
2010,Missouri,9,0,162724,47634
2010,Montana,1,121954,217696,20691
2010,Nebraska,1,47106,116871,0
2010,Nebraska,2,60486,93840,0
2010,Nebraska,3,29932,117275,20036
2010,Nevada,1,103246,58995,4965
2010,Nevada,2,87421,169458,10829
2010,Nevada,3,127168,128916,11790
2010,New Hampshire,1,95503,121655,8265
2010,New Hampshire,2,105060,108610,10993
2010,New Jersey,1,106334,58562,3371
2010,New Jersey,2,51690,109460,5970
2010,New Jersey,3,104252,110215,5842
2010,New Jersey,4,52118,129752,5068
2010,New Jersey,5,62634,124030,4329
2010,New Jersey,6,81933,65413,2316
2010,New Jersey,7,71902,105084,0
2010,New Jersey,8,88478,51023,1707
2010,New Jersey,9,83564,52082,1980
2010,New Jersey,10,95299,14357,2221
2010,New Jersey,11,55472,122149,4179
2010,New Jersey,12,108214,93634,2154
2010,New Jersey,13,62840,19538,2418
2010,New Mexico,1,112707,104543,0
2010,New Mexico,2,75709,94053,0
2010,New Mexico,3,120057,90621,0
2010,New York,1,98316,97723,125
2010,New York,2,94594,72029,1286
2010,New York,3,51346,131674,67
2010,New York,4,94483,81718,52
2010,New York,5,72239,41493,851
2010,New York,6,85096,11826,72
2010,New York,7,71247,16145,1079
2010,New York,8,98839,31996,93
2010,New York,9,67011,43129,65
2010,New York,10,95485,7419,1935
2010,New York,11,104297,10858,44
2010,New York,12,68624,0,4541
2010,New York,13,60773,65024,1001
2010,New York,14,107327,32065,3650
2010,New York,15,91225,11754,10707
2010,New York,16,61642,2758,38
2010,New York,17,95346,29792,5743
2010,New York,18,115619,70413,67
2010,New York,19,98766,109956,516
2010,New York,20,107075,130178,87
2010,New York,21,124889,85752,150
2010,New York,22,98661,88687,73
2010,New York,23,82232,80237,10622
2010,New York,24,89809,101599,292
2010,New York,25,103954,104602,178
2010,New York,26,54307,151449,49
2010,New York,27,119085,76320,10
2010,New York,28,102514,55392,41
2010,New York,29,86099,112314,527
2010,North Carolina,1,103294,70867,0
2010,North Carolina,2,92393,93876,3505
2010,North Carolina,3,51317,143225,4762
2010,North Carolina,4,155384,116448,0
2010,North Carolina,5,72762,140525,0
2010,North Carolina,6,51507,156252,0
2010,North Carolina,7,113957,98328,0
2010,North Carolina,8,88776,73129,5537
2010,North Carolina,9,71450,158790,0
2010,North Carolina,10,52972,130813,0
2010,North Carolina,11,131225,110246,0
2010,North Carolina,12,103495,55315,3197
2010,North Carolina,13,116103,93099,0
2010,North Dakota,1,106542,129802,793
2010,Ohio,1,92672,103770,5076
2010,Ohio,2,82431,139027,16387
2010,Ohio,3,71455,152629,0
2010,Ohio,4,50533,146029,7708
2010,Ohio,5,54919,140703,11831
2010,Ohio,6,92823,103170,9582
2010,Ohio,7,70400,135721,12192
2010,Ohio,8,65883,142731,8822
2010,Ohio,9,121819,83423,0
2010,Ohio,10,101343,83809,5874
2010,Ohio,11,139693,28754,0
2010,Ohio,12,110307,150163,8710
2010,Ohio,13,118806,94367,0
2010,Ohio,14,72604,149878,8383
2010,Ohio,15,91077,119471,10048
2010,Ohio,16,90833,114652,14652
2010,Ohio,17,102758,57352,30556
2010,Ohio,18,80756,107426,11266
2010,Oklahoma,1,0,151173,45656
2010,Oklahoma,2,108203,83226,0
2010,Oklahoma,3,45689,161927,0
2010,Oklahoma,4,0,0,0
2010,Oklahoma,5,68074,123236,5795
2010,Oregon,1,160357,122858,9694
2010,Oregon,2,72173,206245,619
2010,Oregon,3,193104,67714,14984
2010,Oregon,4,162416,129877,5759
2010,Oregon,5,145319,130313,7924
2010,Pennsylvania,1,149944,0,5
2010,Pennsylvania,2,182800,21907,0
2010,Pennsylvania,3,88924,111909,125
2010,Pennsylvania,4,120827,116958,264
2010,Pennsylvania,5,52375,127427,5846
2010,Pennsylvania,6,100493,133770,192
2010,Pennsylvania,7,110314,137825,2787
2010,Pennsylvania,8,113547,130759,0
2010,Pennsylvania,9,52322,141904,153
2010,Pennsylvania,10,89846,110599,210
2010,Pennsylvania,11,84618,102179,164
2010,Pennsylvania,12,94056,91170,80
2010,Pennsylvania,13,118710,91987,0
2010,Pennsylvania,14,122073,49997,6439
2010,Pennsylvania,15,79766,109534,15249
2010,Pennsylvania,16,70994,134113,197
2010,Pennsylvania,17,118486,95000,42
2010,Pennsylvania,18,78558,161888,262
2010,Pennsylvania,19,53549,165219,11142
2010,Rhode Island,1,81269,71542,8003
2010,Rhode Island,2,104442,55409,14819
2010,South Carolina,1,67008,152755,13932
2010,South Carolina,2,113625,138861,7186
2010,South Carolina,3,73095,126235,2778
2010,South Carolina,4,62438,137586,16814
2010,South Carolina,5,102296,125834,156
2010,South Carolina,6,125459,72661,1470
2010,South Dakota,1,146589,153703,19134
2010,Tennessee,1,26045,123006,3110
2010,Tennessee,2,25400,141796,6184
2010,Tennessee,3,45387,92032,24637
2010,Tennessee,4,70254,103969,7968
2010,Tennessee,5,99162,74204,2996
2010,Tennessee,6,56145,128517,6422
2010,Tennessee,7,54347,158916,6320
2010,Tennessee,8,64960,98759,3686
2010,Tennessee,9,99827,33879,1201
2010,Texas,1,0,129398,14811
2010,Texas,2,0,130020,16711
2010,Texas,3,47848,101180,3624
2010,Texas,4,40975,136338,8973
2010,Texas,5,41649,106742,2958
2010,Texas,6,50717,107140,4700
2010,Texas,7,0,143655,32723
2010,Texas,8,34694,161417,4988
2010,Texas,9,80107,24201,1459
2010,Texas,10,74086,144980,5105
2010,Texas,11,23989,125581,5770
2010,Texas,12,38434,109882,4601
2010,Texas,13,0,113201,16842
2010,Texas,14,44431,140623,0
2010,Texas,15,53546,39964,2570
2010,Texas,16,49301,31051,4540
2010,Texas,17,63138,106696,2808
2010,Texas,18,85108,33067,3146
2010,Texas,19,25984,106059,4315
2010,Texas,20,58645,31757,1783
2010,Texas,21,65927,162924,7694
2010,Texas,22,62082,140537,5604
2010,Texas,23,67348,74853,9333
2010,Texas,24,0,100078,22609
2010,Texas,25,99967,84849,4431
2010,Texas,26,55385,120984,4062
2010,Texas,27,50226,51001,5372
2010,Texas,28,62773,46740,1889
2010,Texas,29,43257,22825,866
2010,Texas,30,86322,24668,2988
2010,Texas,31,0,126384,26735
2010,Texas,32,44258,79433,3178
2010,Utah,1,46765,135247,13450
2010,Utah,2,127151,116001,8695
2010,Utah,3,44320,139721,9145
2010,Vermont,1,154006,76403,8112
2010,Virginia,1,73824,135564,2848
2010,Virginia,2,70591,88340,7358
2010,Virginia,3,114754,44553,4593
2010,Virginia,4,74298,123659,432
2010,Virginia,5,110562,119560,5177
2010,Virginia,6,0,127487,39667
2010,Virginia,7,79616,138209,15577
2010,Virginia,8,116404,71145,3199
2010,Virginia,9,86743,95726,4448
2010,Virginia,10,72604,131116,4836
2010,Virginia,11,111720,110739,4492
2010,Washington,1,172642,126737,0
2010,Washington,2,155241,148722,0
2010,Washington,3,135654,152799,0
2010,Washington,4,74973,156726,0
2010,Washington,5,101146,177235,0
2010,Washington,6,151873,109800,0
2010,Washington,7,232649,0,47741
2010,Washington,8,148581,161296,0
2010,Washington,9,123743,101851,0
2010,West Virginia,1,89220,90660,0
2010,West Virginia,2,55001,126814,3431
2010,West Virginia,3,83636,65611,0
2010,Wisconsin,1,79363,179819,4445
2010,Wisconsin,2,191164,118099,197
2010,Wisconsin,3,126380,116838,8122
2010,Wisconsin,4,143559,61543,3001
2010,Wisconsin,5,90634,229642,10982
2010,Wisconsin,6,75926,183271,170
2010,Wisconsin,7,113018,132551,8820
2010,Wisconsin,8,118646,143998,294
2010,Wyoming,1,45768,131661,9540
2012,Alabama,1,0,196374,0
2012,Alabama,2,103092,180591,0
2012,Alabama,3,98141,175306,0
2012,Alabama,4,69706,199071,0
2012,Alabama,5,101772,189185,0
2012,Alabama,6,88267,219262,0
2012,Alabama,7,232520,73835,0
2012,Alaska,1,82927,185296,6553
2012,Arizona,1,122774,113594,0
2012,Arizona,2,147338,144884,0
2012,Arizona,3,98468,62663,0
2012,Arizona,4,69154,162907,2393
2012,Arizona,5,89589,183470,0
2012,Arizona,6,97666,179706,5638
2012,Arizona,7,104489,0,0
2012,Arizona,8,95635,172809,0
2012,Arizona,9,121881,111630,0
2012,Arkansas,1,96601,138800,5015
2012,Arkansas,2,113156,158175,6701
2012,Arkansas,3,0,186467,19875
2012,Arkansas,4,95013,154149,4807
2012,California,1,125386,168827,0
2012,California,2,226216,91310,0
2012,California,3,126882,107086,0
2012,California,4,125885,197803,0
2012,California,5,202872,69545,0
2012,California,6,160667,53406,0
2012,California,7,141241,132050,0
2012,California,8,103093,76551,0
2012,California,9,118373,94704,0
2012,California,10,98934,110265,0
2012,California,11,200743,87136,0
2012,California,12,253709,44478,0
2012,California,13,250436,0,0
2012,California,14,203828,54455,0
2012,California,15,120388,0,0
2012,California,16,84649,62801,0
2012,California,17,159392,57336,0
2012,California,18,212831,89103,0
2012,California,19,162300,59313,0
2012,California,20,172996,60566,0
2012,California,21,49119,67164,0
2012,California,22,81555,132386,0
2012,California,23,0,158161,0
2012,California,24,156749,127746,0
2012,California,25,106982,129593,0
2012,California,26,139072,124863,0
2012,California,27,154191,86817,0
2012,California,28,188703,58008,0
2012,California,29,111287,0,0
2012,California,30,98395,0,0
2012,California,31,0,72255,0
2012,California,32,124903,65208,0
2012,California,33,171860,0,0
